sno.,name,cuisine,course,diet, price 
4227,???????ù? ????ù?????????? ????ù???????????ù? - Low Fat Aloo Bonda .,South Indian  .,Snack,Vegetarian, $20.00 
4228,Gujarati Tawa Handvo . With Sweet Corn, Indian,North Indian Breakfast,High Protein Vegetarian, $20.00 
4229,Paneer Makhana Gulgule Chaat . - No Onion No Garlic,Indian,Appetizer,No Onion No Garlic (Sattvic), $10.00 
4230,Cheesy Spinach Corn Potli . ,Fusion,Appetizer,Vegetarian, $10.00 
4231,Rich Chocolate Almond Brownie .,Continental,Dessert,Vegetarian, $20.00 
4232,Achari Chicken Masala Pasta .,Fusion,Dinner,Non Vegeterian, $10.00 
4233,Gujarati Tawa Handvo . - Healthy Pan Fried Lentil Cake, Indian,North Indian Breakfast,High Protein Vegetarian, $20.00 
4234,Carrots & Sweet Potato Stuffed Paratha .,Indian,Indian Breakfast,Vegetarian, $25.00 
4235,???????ùç?????? ????ù?????ù? ????ù?????ùç?????? ???????ù? ????ù???????????ù? - No Onion No Garlic Cabbage Kofta Curry,Indian,Dinner,Vegetarian, $20.00 
4236,Aloo Gobi Sabzi . - Potato And Cauliflower Dry Curry,Indian,Lunch,Vegetarian, $10.00 
4237,Grilled Tomato And Cheese Sandwich .,Continental,Snack,Vegetarian, $15.00 
4238,Egg And Harissa Sandwich .,Fusion,Snack,Eggetarian, $10.00 
4239,Pudina Mavinakayi Chutney . - Pudina Mavinakayi Chutney ., Indian,Side Dish,Vegetarian, $15.00 
4240,Barnyard Millet Jaggery Payasam .,South Indian  .,Dessert,Vegetarian, $-   
4241,????ù???????????ù??????? ????ù?????ùç???????????? ????ù???? ????ù???????????ù? - Vegetable Tortilla Soup .,Mexican,Side Dish,High Protein Vegetarian, $20.00 
4242,Muttai Kuzhambu . - South Indian Egg Curry,South Indian  .,Dinner,Eggetarian, $5.00 
4243,Kuvar Pak ., Indian,Dessert,Vegetarian, $5.00 
4244,Gujarati Style Adadiya Pak ., Indian,Indian Breakfast,Vegetarian, $15.00 
4245,Middle Eastern Falafel & Hummus Wrap .,Middle Eastern,Main Course,Vegetarian, $30.00 
4246,Khatta Meetha Pudla . - Gujarati Style Sweet & Savoury Pancake, Indian,Snack,Vegetarian, $15.00 
4247,Herb Mushroom Bruschetta .,Italian,Appetizer,Vegetarian, $10.00 
4248,Vietnamese Chicken & Potato Curry . ,Vietnamese,Lunch,Non Vegeterian, $10.00 
4249,Uparghi Laadu . - Whole Wheat Flour & Banana Squares, Indian,Dessert,Vegetarian, $10.00 
4250,Chicken Mole With Brown Rice . ,Mexican,Lunch,Non Vegeterian, $10.00 
4251,Chicken Malai Kebab .,Indian,Appetizer,Non Vegetarian, $20.00 
4252,Chicken Crepe Lasagne .,Italian,Dinner,Non Vegeterian, $15.00 
4253,Home Made Whole Wheat Flour Tortillas,Mexican,Side Dish,Vegetarian, $10.00 
4254,Elaneer Rasam .,South  Indian,Lunch,Vegetarian, $10.00 
4255,Motiya Chilman Pulao .,Awadhi,Lunch,Vegetarian, $5.00 
4256,Hyderabadi Biryani With Basmati Rice (Mutton & Chicken),Hyderabadi,Lunch,Non Vegeterian, $45.00 
4257,Badam Sharbat . - Almond Milk With Nuts & Spices,Indian,Snack,High Protein Vegetarian, $10.00 
4258,Mediterranean Pumpkin Kibbeh . ,Middle Eastern,Appetizer,Vegetarian, $15.00 
4259,Maharashtrian Green Moong Bhat . - Sprouted Green Moong Pulao,Maharashtrian  .,Lunch,Vegetarian, $10.00 
4260,Sweet Potato Mash .,Continental,Side Dish,Vegetarian, $5.00 
4261,Baby Potatoes Pulao . - Aloo Pulao .,Indian,Lunch,Vegetarian, $15.00 
4262,Boiled Egg White Sandwich .,Continental,World Breakfast,Eggetarian, $10.00 
4263,Masala Bhurji Cheese Sandwich .,Fusion,Lunch,Vegetarian, $5.00 
4264,Grilled Rajma Masala Sandwich .,Indian,Indian Breakfast,High Protein Vegetarian, $10.00 
4265,Masala Mixed Sprouts Sandwich .,Indian,Lunch,High Protein Vegetarian, $10.00 
4266,???????????? ???????ù??ù? ????ù???? ????ù???????????ù? - Chilled Spinach And Cucumber Soup .,Continental,Dinner,Vegetarian, $20.00 
4267,??????????ù? ?????? ??????????ùÅ??? ????ùç????ù??????? ????ù???? ????ù???????????ù? - Kale And Mushroom French Soup .,Continental,Dinner,Non Vegeterian, $15.00 
4268,Gujarati Kachariyu . - Spiced Sesame And Coconut Ladoos, Indian,Snack,Vegetarian, $10.00 
4269,Gujarati Adadiya Ladwa . - Urad Dal Halwa with Nuts & Spices, Indian,Dessert,Vegetarian, $-   
4270,Gujarati Kadhi With Milk And Mint ., Indian,Dinner,Vegetarian, $7.00 
4271,Rasawala Dhokla ., Indian,North Indian Breakfast,Vegetarian, $5.00 
4272,Kodava Ellu Pajji . - Sesame & Tamarind Chutney,Coorg,South Indian Breakfast,Vegetarian, $10.00 
4273,Kodava Thalia Puttu . - Steamed Rice Coconut Cake,Coorg,South Indian Breakfast,Vegetarian, $20.00 
4274,Kothu Kari Kuzhambu . - Mutton Keema Curry,Tamil Nadu,Main Course,Non Vegeterian, $10.00 
4275,????ù?????ùç??? ???????ù??????? ???????ùç????ù? ????ù???????????ù? - Baked Bitter Gourd Bhajji .,Indian,Snack,Diabetic Friendly, $25.00 
4276, Indian Style Makka Garelu ., Indian,Snack,Vegetarian, $10.00 
4277,Chettinad Vegetable Pulav . -,Chettinad,Dinner,Vegetarian, $15.00 
4278,????ùç????ù???? ??????????ù? ????ù???????????ù? - Spiced Prune Chutney .,Indian,Side Dish,Vegetarian, $10.00 
4279,????ù???????????ùç????????? ????ù?????ù?????ù? ????ù?????ùç??? ????ù???? ????ù???????????ù? - Lemongrass Tomato Corn Soup .,Continental,Appetizer,Vegetarian, $15.00 
4280,Mota Dana Jaipur Sweet . ??? Mota Dana Jaipur Sweet (. In Hindi),Rajasthani,Dessert,Vegetarian, $15.00 
4281,Pahadi Chicken Curry . ,Indian,Lunch,Non Vegeterian, $10.00 
4282,Dudhauri Jharkhand . ??? Dudhauri Jharkhand (. In Hindi),Bihari,Dessert,Vegetarian, $15.00 
4283,Steamed Bafauri . (Bhojpuri Style Steamed Chana Dal Balls),Bihari,Snack,High Protein Vegetarian, $10.00 
4284,Thakkali Rasam . - South Indian Tomato Rasam,Tamil Nadu,Main Course,Vegetarian, $10.00 
4285,Chickpea Sundal .,South Indian  .,Snack,High Protein Vegetarian, $20.00 
4286,Thengai Poornam Kozhukattai & Uppu Kozhukattai .,Tamil Nadu,Dessert,Vegetarian, $10.00 
4287,Uppu Mani Kozhukattai . - Kara Pidi Kozhukattai,South Indian  .,Snack,Vegetarian, $10.00 
4288,The Paruppu Podi . - South Indian Spiced Dal Chutney Powder,South Indian  .,Side Dish,Vegetarian, $15.00 
4289,Sabudana Sandige . - Sabudana Vadam .,South  Indian,Snack,Vegetarian, $120.00 
4290,Akki Peni Sandige . - Rice Idiyappam Fryums,South  Indian,Snack,Vegetarian, $120.00 
4291,Chiroti . - Delicious Crispy Layered Sweet Puri,Indian,Dessert,Vegetarian, $15.00 
4292,Goan Kaju Curry .,Goan  .,Lunch,Vegetarian, $10.00 
4293,Avarekaalu Usli .,South Indian  .,Dinner,Vegetarian, $10.00 
4294,Vepampoo Kara Kuzhambu .,South Indian  .,Lunch,Vegetarian, $20.00 
4295,Green Chutney Rava Dhokla . - Sooji Dhokla, Indian,North Indian Breakfast,Vegetarian, $10.00 
4296,Oats Peanut Butter & Chocolate Chip Trail Mix . ,Continental,World Breakfast,Vegetarian, $5.00 
4297,Spicy and Creamy Achari Mushroom Open Toast .,Continental,World Breakfast,Vegetarian, $10.00 
4298,Healthy Pumpkin Carrot Idli . ,South Indian  .,South Indian Breakfast,Vegetarian, $10.00 
4299,Badam Nu Gosht . - Parsi Style Mutton In Almond Gravy ,Parsi  .,Main Course,Non Vegeterian, $10.00 
4300,Calcutta Style Chicken Biryani .,Indian,Lunch,Non Vegeterian, $60.00 
4301,Mexican Salsa Chicken With Italian Cream Cheese .,Italian,Dinner,Non Vegetarian, $10.00 
4302,Grilled Pineapple and Chicken Salad .- Tangy Summer Salad ,Continental,Appetizer,Non Vegetarian, $15.00 
4303,Chicken Burrito .,Mexican,Lunch,Non Vegeterian, $10.00 
4304,Mexican Chicken Fajita .,Mexican,Appetizer,Non Vegeterian, $20.00 
4305,Homemade Refried Beans . - Quick & Easy Mexican Beans,Mexican,Appetizer,High Protein Vegetarian, $120.00 
4306,"Gujarati Badshahi Pulao . - A Rich Preparation Of Rice, Vegetables, Nuts And Spices", Indian,Lunch,Vegetarian, $20.00 
4307,Kathiyawadi Adad Dal .- Spicy Urad Dal, Indian,Side Dish,High Protein Vegetarian, $5.00 
4308,Kathiawadi Dhokli Nu Shaak ., Indian,Lunch,Vegetarian, $15.00 
4309,Dudhi Dhokli Nu Shaak . - Bottle Gourd And Steamed Dumplings Curry, Indian,Lunch,Vegetarian, $15.00 
4310,Chiba Dhokli . , Indian,Snack,Vegetarian, $10.00 
4311,Kathiyawadi Shake ., Indian,Dinner,Vegetarian, $10.00 
4312,Gujarati Style Lapsi . - Millet Sweet Pudding, Indian,Dessert,Vegetarian, $5.00 
4313,Spiced Apple Crumble . with Greek Yogurt,Continental,Dessert,Vegetarian, $20.00 
4314,Creamy Spinach Penne Pasta . ,Italian,Dinner,Vegetarian, $20.00 
4315,Eggless Breakfast Oatmeal Raisin Muffin . ,Continental,Dessert,Vegetarian, $15.00 
4316,Aromatic Vegetable Pulao .,Indian,Lunch,Vegetarian, $20.00 
4317, Indian Egg Curry ., Indian  .,Lunch,Eggetarian, $20.00 
4318,Creamy & Delicious Egg Mayo Sandwich . - Kids  . Made With Del Monte ,Continental,World Breakfast,Non Vegetarian, $20.00 
4319,Plum Panna Shot .,Continental,Appetizer,Vegetarian, $15.00 
4320,Vazaithandu Neer Mor . - Plantain Stem Buttermilk,South Indian  .,Snack,Vegetarian, $15.00 
4321,Mustard Egg Curry .,Indian,Dinner,Eggetarian, $10.00 
4322,Paneer Kofta Curry .,Indian,Side Dish,Vegetarian, $20.00 
4323,Vagharela Chawal . - Parsi Style Brown Rice ,Parsi  .,Main Course,Vegetarian, $5.00 
4324,Rajasthani Mirchi Bada . ???,Rajasthani,Snack,Vegetarian, $15.00 
4325, Indian Style Urad Dal Vada ., Indian  .,Snack,Vegetarian, $10.00 
4326,??????????ù? ?????????????ù? ????ù???????????ù? - Shahi Bhindi . In Cashew Nut Gravy .,Indian,Lunch,Vegetarian, $10.00 
4327,Chettinad Vengaya Kosu .,Chettinad,Lunch,Vegetarian, $15.00 
4328,Kathirikai Rasa Vangi .,Tamil Nadu,Lunch,Vegetarian, $15.00 
4329,Spinach Ricotta Balls in Garlic Tomato Basil Sauce . ,Continental,Main Course,Vegetarian, $15.00 
4330,Creamy Cinnamon Peach Milkshake . With Chia Seeds  ,Continental,Snack,Vegetarian, $10.00 
4331,Thai Green Curry with Chicken & Red Rice .,Thai,Lunch,Non Vegeterian, $5.00 
4332,Sikkim Style Steamed Chicken Momo .,North East India  .,Appetizer,Non Vegetarian, $40.00 
4333,Mexican Style Red Chicken Chilaquiles .,Mexican,Appetizer,Non Vegeterian, $10.00 
4334,Kashmiri Methi T Golemach .-Minced Chicken Balls With Fenugreek Leaves,Kashmiri,Lunch,Non Vegetarian, $20.00 
4335,Spiced Bottle Gourd And Spinach Juice .,Continental,World Breakfast,Vegetarian, $10.00 
4336,Kashmiri Style Kokur Yakhni .-Chicken Cooked In Yogurt,Kashmiri,Lunch,Non Vegeterian, $30.00 
4337,Rose Flavoured Golden Almond Milk . - Badam Doodh,Indian,Indian Breakfast,High Protein Vegetarian, $10.00 
4338,Chicken Sandwich With Sweet Corn .,Continental,Main Course,Non Vegetarian, $15.00 
4339,Moroccan Chicken Burgers With Feta And Carrot .,African,Dinner,Non Vegeterian, $15.00 
4340,Chettinad Kozhi Rasam . - Chettinad Chicken Rasam,Chettinad,Lunch,Non Vegetarian, $10.00 
4341,Sri Lankan Egg Curry .,Sri Lankan,Lunch,Eggetarian, $25.00 
4342,Thai Chicken Green Curry With Vegetables .,Thai,Lunch,Non Vegeterian, $10.00 
4343,Egg Curry Masala . With Sunny Side Up Eggs,Indian,Dinner,Eggetarian, $20.00 
4344,Sundakkai And Methi Leaves Sambar .,South Indian  .,Lunch,Diabetic Friendly, $30.00 
4345,Pudalangai Milagu Kootu .,South Indian  .,Side Dish,Diabetic Friendly, $20.00 
4346,Badshahi Chicken .,Indian,Side Dish,Non Vegeterian, $10.00 
4347,Assamese Bilahir Tok .,Assamese,Side Dish,Vegetarian, $10.00 
4348,Eggless Date & Walnut Oatmeal Cake . ,Continental,Snack,Vegetarian, $19.00 
4349,????ù?????ùç???????????? ???????????? ????ù???? ????ù???????????ù? - Mexican Chicken Soup .,Continental,Appetizer,Non Vegeterian, $15.00 
4350,Egg and Cheesy Garlic Mayo Sandwich,Continental,World Breakfast,Eggetarian, $10.00 
4351,????ù?????ùç????ù???? ????ù?????ù?????ùç????ù??????? ????????? ????ù???? ????ù???????????ù? - Roasted Cauliflower Dill Soup .,Continental,Appetizer,Vegetarian, $10.00 
4352,Achari Chicken Tikka Wrap .,Indian,Snack,Non Vegetarian, $120.00 
4353,Kolhapuri Palak Egg Curry .,Indian,Lunch,Eggetarian, $10.00 
4354,Saoji Egg Curry .,Maharashtrian  .,Lunch,Eggetarian, $10.00 
4355,Quick And Simple Egg Curry .,Indian,Side Dish,Eggetarian, $25.00 
4356,Spicy Onion Tomato Masala Sandwich .,Fusion,Snack,Vegetarian, $10.00 
4357,Spinach And Corn Sandwich . Flavored With Sandwich Spread ,Continental,World Breakfast,Vegetarian, $20.00 
4358,Mung Pani . - Whole Green Mung Soup,Indian,Appetizer,Vegetarian, $10.00 
4359,Kesar Malai Doodh .,Indian,Snack,Vegetarian, $10.00 
4360,Barley Whole Wheat Coffee Marble Cake .,Continental,Snack,Vegetarian, $10.00 
4361,Muttai Dosa . - Tamil Nadu Style Egg Dosa .,Tamil Nadu,South Indian Breakfast,Eggetarian, $20.00 
4362,Eggless Marble Cake .,Continental,Dessert,Eggetarian, $15.00 
4363,Chettinad Vegetable Pulao .,Chettinad,Dinner,Vegetarian, $15.00 
4364,??ù?ù??????? ????????????????????? ????ù???????????ù? - Thecha Paniyaram .,Maharashtrian  .,Snack,Vegetarian, $10.00 
4365, Indian Style Avarekalu Kosambari ., Indian,Side Dish,Vegetarian, $30.00 
4366,Sago Masala Dosa ., Indian,South Indian Breakfast,Vegetarian, $25.00 
4367,Yele Kadubu . With Sweet And Spicy Onion Chutney , Indian,Snack,Vegetarian, $15.00 
4368,Roasted Potato Wrap/Roll . With Spiced Cheese Spread,Mexican,Lunch,, $10.00 
4369,Mexican Grilled Corn Flavoured With Cheesy Garlic Mayo .,Mexican,Snack,Vegetarian, $5.00 
4370,Enchiladas Stuffed With Beans and Tartare Dip .,Mexican,World Breakfast,, $25.00 
4371,Red Bean Mexican Burrito Bowl . - Roz Ka Khana With Figaro Olive Oil,Mexican,One Pot Dish,Vegetarian, $30.00 
4372,Corn And Capsicum Sandwich .,Continental,Snack,Vegetarian, $10.00 
4373,Scrambled Paneer Sandwich .,Fusion,Lunch,High Protein Vegetarian, $10.00 
4374,Creamy Mocha Lassi .,Indian,Snack,Vegetarian, $15.00 
4375,Spinach Soft Shell Taco Stuffed with Cabbage Slaw Salad .,Mexican,Appetizer,Diabetic Friendly, $30.00 
4376,Apple Enchilada .,Mexican,Dessert,Vegetarian, $25.00 
4377,????ù?????????? ????ùç???????????? ???????????? ??????????ù? ???????ù? ????ù???????????ù? - Kerala Style Egg Cashew Curry .,Kerala  .,Dinner,Eggetarian, $15.00 
4378,Manga Ogre .,Indian,Lunch,Vegetarian, $20.00 
4379,???????ù? ???????ùç??? ????ù???????????ù?  - Curd Rice Style Overnight Oats .,Indian,World Breakfast,Vegetarian, $-   
4380,Meethe Chawal . - Zarda Pulao,Awadhi,Main Course,Vegetarian, $10.00 
4381,Iyengar Style Vendhaya Keerai Pulao . - Menthe Soppina Bath/ Methi Rice,South Indian  .,Lunch,Vegetarian, $20.00 
4382,Awadhi Style Taheri . - Vegetable Rice Pulao .,Awadhi,Lunch,Vegetarian, $15.00 
4383,Bhopali Style Gosht Ka Pulao .,Indian,Lunch,Non Vegeterian, $30.00 
4384,Yellow Thai Curry Paste . ,Thai,Main Course,Vegetarian, $15.00 
4385,Homemade Chocolate Sauce .,Continental,Dessert,Vegetarian, $5.00 
4386, Indian Style Set Dosa ., Indian,South Indian Breakfast,Vegetarian, $360.00 
4387,Khara Bhath .-South Indian Rava Bhath, Indian,South Indian Breakfast,Vegetarian, $10.00 
4388,Kheel Paniyaram .,South Indian  .,Snack,Vegetarian, $90.00 
4389,Verusenaga Sambar . - Verusenaga Sambar .,South Indian  .,Lunch,High Protein Vegetarian, $10.00 
4390,???????????? ??????????????? ??????????ùç??? ???????????? ????ù???????????ù? - Crunchy Ginger Capsicum Rice .,Indian,Lunch,Vegetarian, $20.00 
4391,Anar & Aloo Pakora . - Pomegranate & Aloo Pakora .,Indian,Snack,Vegetarian, $30.00 
4392,Raw Banana Chivda . - Raw Banana Chivda .,Indian,Snack,Vegetarian, $10.00 
4393,Raw Mango Carrot Cucumber Salad . With Peanuts,Indian,Appetizer,Vegan, $15.00 
4394,????????? ??????????ù? ????ù???????????ù? - Dal Makhani Without Onion And Garlic (. In Hindi),Indian,Lunch,High Protein Vegetarian, $10.00 
4395, Indian Style Pappu Charu ., Indian,Lunch,High Protein Vegetarian, $16.00 
4396,Lahsuni Dal Tadka . - Garlic Dal Tadka .,Indian,Dinner,High Protein Vegetarian, $10.00 
4397,Moolangi Tovve .,South Indian  .,Lunch,Vegetarian, $10.00 
4398,Vegetable Manchurian Balls in Spicy Orange Sauce,Indo Chinese,Dinner,Vegetarian, $30.00 
4399,Mixed Beans Vegetable Pulao .,Indian,Dinner,Vegetarian, $15.00 
4400,Egg Pulao .,Indian,Lunch,Eggetarian, $50.00 
4401,Khajur Imli Chutney . ??? Khajur Imli Chutney .,Indian,Side Dish,Vegetarian, $10.00 
4402,Kacche Aam Ki Launji . - Raw Mango Launji .,Rajasthani,Side Dish,Vegetarian, $10.00 
4403, Indian Style Bonda Soup .-Urad dal Fritters in Spicy Dal Soup , Indian,South Indian Breakfast,Vegetarian, $150.00 
4404,Mangalorean Neer Dosa .-Savory Rice & Coconut Crepe,Mangalorean,South Indian Breakfast,Vegetarian, $20.00 
4405,Thatte Idli ., Indian,South Indian Breakfast,Vegetarian, $10.00 
4406,????????? ????ù??????? ????ù???????????ù? - Dal Tadka . Flavoured With Lemon And Coriander,Indian,Lunch,High Protein Vegetarian, $10.00 
4407,Karuvepillai Pachadi . - Curry Leaf Raita,South Indian  .,Side Dish,Vegetarian, $15.00 
4408,????ù???ù??????????ù? ??ù?ù?????????? ????ù???????????ù? - Kothamalli Thogayal .,South Indian  .,Side Dish,Vegetarian, $10.00 
4409,????????????????????? ????ùç???????????? ????ù?????ùç??? ??????????????? ??????????ù? ????ù???????????ù? - Malabar Style Dates Coriander Chutney .,Malabar,Side Dish,Vegetarian, $-   
4410,????ù???? ?????? ?????????????????? ????ù? ??????????ù? ????ù???????????ù? - Apple And Raisin Chutney .,Continental,Side Dish,Vegetarian, $15.00 
4411,Pitor Ki Sabzi .,Rajasthani,Lunch,Vegetarian, $-   
4412,Paneer Frankie . - Delicious Kid Friendly Snack,Indian,Snack,High Protein Vegetarian, $10.00 
4413,Coriander Semiya . - Vermicelli Pulao,South Indian  .,Dinner,Vegetarian, $10.00 
4414,Spinach Mushroom Stir Fry . ,Continental,Main Course,High Protein Vegetarian, $10.00 
4415,Chaas Dahi Vada . - Dahi Vada in Refreshing Buttermilk,Indian,Snack,Vegetarian, $30.00 
4416,????ù?????ù?????ù? ???????????? ????????ù ????ù?????????? ????ù???????????ù? - Tomato Rice With Basil .,Indian,Lunch,Vegetarian, $20.00 
4417,???????????? ??????????ùç????ù? ???????????? ????ù???????????ù? - Carrot Lemon Rice .,South Indian  .,Lunch,Vegetarian, $20.00 
4418,Burnt Garlic Chicken Fried Rice .,Indo Chinese,Lunch,Non Vegeterian, $20.00 
4419,Spiced Rajma Pulao .,Indian,Dinner,Vegetarian, $20.00 
4420,Sweet & Spicy Plum Sauce . ,Continental,Dessert,Vegetarian, $5.00 
4421,Peach Coulis . For Desserts ,Continental,Dessert,Vegetarian, $5.00 
4422,Fresh Fig Compote . For Desserts ,Continental,Dessert,Vegetarian, $5.00 
4423,Corn Matar Kachori .,Indian,Snack,Vegetarian, $20.00 
4424,Chocolate Ganache . (Perfect Frosting For Cakes and Cup Cakes),French,Dessert,Vegetarian, $10.00 
4425,Homemade Eggless Vanilla Custard .,Continental,Dessert,Vegetarian, $15.00 
4426,Greek Style Gigantes Plaki .-Oven Baked Broad Beans with Vegetables ,Greek,Dinner,Vegetarian, $260.00 
4427,Vegetarian Sloppy Joe .,Continental,Dinner,High Protein Vegetarian, $150.00 
4428,Chocolate Toast . Topped With Pumpkin & Sunflower Seeds,Continental,Snack,Vegetarian, $10.00 
4429,Spiced Coconut Oatmeal With Assorted Fruits .,Continental,World Breakfast,Vegetarian, $5.00 
4430,Banana Walnut Chai Smoothie .,Continental,World Breakfast,Vegetarian, $10.00 
4431,Thai Pumpkin Soup With Red Curry Paste .,Thai,Appetizer,Vegetarian, $15.00 
4432,Egg Pakora . - Egg Pakora .,Indian,Snack,Eggetarian, $20.00 
4433,????ù??????? ??????????ù???? ????ù???????????ù? - Fried Poha Chivda .,Indian,Snack,Vegetarian, $10.00 
4434,Spinach Oats Vada .,South Indian  .,Snack,Vegetarian, $20.00 
4435,Cauliflower Thai Red Curry .,Thai,Dinner,Vegetarian, $20.00 
4436,??????????ùç????ùç??? ????ù???????????ù??????? ???????????? ??????????ù???? ????ù???????????ù? - Spicy Mixed Vegetables Rice Cutlet .,Indian,Snack,Vegetarian, $20.00 
4437,Rajasthani Makki Ka Chatpata Dhokla .,Rajasthani,Snack,Diabetic Friendly, $10.00 
4438,Maharastrian Bhadang .,Maharashtrian  .,Snack,Vegetarian, $-   
4439,???????ù? ????ù?????????? ????ù???????????ù? - Potato Bonda . Flavoured With Sambar Powder in Hindi,South Indian  .,Snack,Vegetarian, $10.00 
4440,Vegetarian Thai Red Curry .,Thai,Main Course,Vegetarian, $15.00 
4441,Chana Pulao . - Spicy Chickpea Pulao,Indian,Lunch,Vegetarian, $480.00 
4442,Moong Sprouts Pulao .,Indian,Lunch,Vegetarian, $15.00 
4443,Sprouted Moong And Methi Pulao .,Indian,Lunch,Vegetarian, $10.00 
4444,Dahi Vada . - Lentil Dumplings in a Sweet and Spicy Yogurt,Indian,Snack,Vegetarian, $30.00 
4445,Muri Masala . Kolkata Style Used in Jhal Muri, Indian  .,Snack,Vegetarian, $10.00 
4446,Homemade Dhansak Masala Powder .,Parsi  .,,, $-   
4447,Achari Masala Powder .,Indian,,, $10.00 
4448,Cucumber Neer Dosa .-Rice Pancake ,Mangalorean,South Indian Breakfast,Vegetarian, $150.00 
4449,Mangalorean Style Bafat Pito .-Bafat/Bafad Spice Mix Powder ,Mangalorean,,, $10.00 
4450,Vegetarian Spicy Bean Chili-Stuffed Sweet Potatoes,Continental,Appetizer,Vegetarian, $20.00 
